nev 10000
ien,vol,edep,extent,x0,y0,z0
1,Detector,0.10088424433068673,61.37031529352384,94.76351851422946,153.85077831583607,342.822318392176
1,DetectorArray_001_StringAssembly_001_DetUnit_002_ActiveDet_001,0.13774761144411654,0.06279338148676686,74.20452613773836,207.23679265086673,288.5584232807661
3,Detector,0.3822558048614523,106.5789594498479,58.55601459571101,164.71548693689837,382.4614429482222
3,DetectorArray_001_StringAssembly_002_DetUnit_002_ActiveDet_001,0.7532563797864787,16.688703919407722,177.32336998857096,102.12688558975944,340.018997178815
17,Detector,0.11933756420460766,0.062121523402097485,110.08407273094141,134.40549697558737,102.34630335093738
17,DetectorArray_001_StringAssembly_001_DetUnit_003_ActiveDet_001,0.1909253749905218,0.03746130757308328,116.57224665957834,224.56141383490296,132.4107937570906
17,DetectorArray_001_StringAssembly_002_DetUnit_003_ActiveDet_001,0.34549901029459124,45.61006221786293,167.78592944693258,90.631786984949,280.3761519763284
17,DetectorArray_001_StringAssembly_002_DetUnit_004_ActiveDet_001,0.07156671073110388,0.005600790817778695,167.89211548427963,116.15866101934289,145.8481936147414
19,Detector,2.946421043751313,423.24210450593847,102.29019638186219,142.04427657384798,325.39450824286234
19,DetectorArray_001_StringAssembly_008_DetUnit_003_ActiveDet_001,0.2512714322457297,0.060082263617949154,-182.9238501907379,-64.78216856729182,293.39808535397026
21,Detector,3.403526916852009,523.0214256677449,37.28697558741945,48.981711964163104,472.5787382614867
21,DetectorArray_001_StringAssembly_001_DetUnit_002_ActiveDet_001,0.21588415475608425,0.045320725257165004,139.31650443615453,162.70031910203028,265.73990026815727
28,Detector,2.8911819328787622,286.86769659165975,90.77827106996824,119.64372939432187,299.77029493298323
28,DetectorArray_001_StringAssembly_001_DetUnit_003_ActiveDet_001,0.0462392220014714,25.512469149399625,88.54584889270116,170.95890096411904,212.97357371636596
30,Detector,2.9884722921669686,350.0760951287276,-169.86121906430935,290.0239210801366,317.7903035356943
30,DetectorArray_001_StringAssembly_001_DetUnit_002_ActiveDet_001,0.20922018383007224,0.15677288201373943,119.0828207667935,193.17798884341903,291.58872938519784
39,Detector,1.0372709721831423,163.28059123357406,87.0439680251003,138.24614005458645,302.7166246058613
39,DetectorArray_001_StringAssembly_001_DetUnit_002_ActiveDet_001,0.07964470193285475,0.007053444394958644,104.1649900966933,148.79064006224544,308.2200923453018
46,Detector,3.0740394067746037,795.2846565712937,137.86388764237915,140.03546926667957,395.1909200179344
46,DetectorArray_001_StringAssembly_001_DetUnit_002_ActiveDet_001,0.12365306922243727,0.15358816239223905,123.05057610591814,152.4170461060402,285.68336041621154
48,Detector,0.08902793245272314,0.043140004809227896,185.30534978534928,57.120035321975436,353.8968916426209
48,DetectorArray_001_StringAssembly_002_DetUnit_002_ActiveDet_001,0.1496039233220801,6.0166208001509665,197.817461534695,59.841927078069425,327.3559585587654
61,Detector,0.1468937250361174,0.14064290393386691,95.08563158667283,123.91211618825649,304.95133311627484
61,DetectorArray_001_StringAssembly_001_DetUnit_002_ActiveDet_001,0.436294396991472,18.033054437546905,104.893773868121,158.1457113734907,291.0464772448468
65,Detector,1.3054884705276382,239.72968442828497,56.59312237339968,124.36714685526631,308.64337107475853
65,DetectorArray_001_StringAssembly_001_DetUnit_001_ActiveDet_001,0.30316743685558123,0.09180233248766391,111.95420778935505,151.33880712980533,405.74839420069407
69,Detector,3.5597259649361797,650.9577049311087,127.71127273289102,101.27577601739092,318.13467726410926
69,DetectorArray_001_StringAssembly_010_DetUnit_007_ActiveDet_001,0.11763037111325106,2.0244880092348665,-185.5348993621669,130.85278388493074,98.43181359824031
70,Detector,1.8147462491472042,65.0101207780526,-150.14185128425862,-8.543097493202165,306.7818409278522
70,DetectorArray_001_StringAssembly_009_DetUnit_003_ActiveDet_001,0.7997581048222482,18.42593529901467,-185.03713492870565,3.5373269578709574,314.59133909837874
71,Detector,0.0028978157531758253,0.0001129192023415347,78.97861876223561,165.09373231804358,347.95644654800486
71,DetectorArray_001_StringAssembly_001_DetUnit_001_ActiveDet_001,0.2357340400216274,0.05712255033561625,75.90201532944975,178.21272642953033,367.43137995547335
84,Detector,0.3186610054809503,35.37595778767626,217.79349434781795,-1.164595822782739,440.0332579544316
84,DetectorArray_001_StringAssembly_003_DetUnit_001_ActiveDet_001,0.6141612469844823,0.33861451728015135,216.6271998129954,-3.067209329224987,439.50708671358575
86,Detector,2.1947551911573613,357.91539946987945,98.37538944030327,106.66199737265849,308.50210944496354
86,DetectorArray_001_StringAssembly_002_DetUnit_002_ActiveDet_001,0.19075661956399442,6.793457256710594,173.9594122024456,86.47998366457054,347.5717787766498
86,DetectorArray_001_StringAssembly_003_DetUnit_002_ActiveDet_001,0.16827383612965824,13.417846887206588,215.64531400486104,-0.5990243149063428,382.06416186991953
86,DetectorArray_001_StringAssembly_011_DetUnit_001_ActiveDet_001,0.1664479579315511,0.018634518339362128,-95.01805149960795,183.810303669011,431.7436251829129
86,DetectorArray_001_StringAssembly_011_DetUnit_002_ActiveDet_001,0.13290260496168949,0.01892355669680699,-82.64998605460157,166.27008122382077,379.15001147041664
101,Detector,1.404555203210037,322.19989934548937,144.5880620481576,131.24267596267748,393.70929069815287
